index,x-value,pointwise error (4 s.f.),MAE (yes/no)
326,1.5670853072,195.4,no
327,1.5671278291,198.3,no
328,1.5671698639,201.2,no
329,1.567211417,204.2,no
330,1.5672524939,207.2,no
331,1.5672931002,210.3,no
332,1.5673332412,213.4,no
333,1.5673729223,216.5,no
334,1.5674121487,219.7,no
335,1.5674509256,222.9,no
336,1.5674892582,226.1,no
337,1.5675271516,229.4,no
338,1.5675646108,232.8,no
339,1.5676016407,236.1,no
340,1.5676382464,239.6,no
341,1.5676744326,243,no
342,1.5677102042,246.5,no
343,1.5677455659,250.1,no
344,1.5677805225,253.7,no
345,1.5678150784,257.3,no
346,1.5678492385,261,no
347,1.5678830071,264.7,no
348,1.5679163888,268.5,no
349,1.567949388,272.3,no
350,1.567982009,276.2,no
351,1.5680142563,280.1,no
352,1.5680461341,284.1,no
353,1.5680776467,288.1,no
354,1.5681087981,292.2,no
355,1.5681395926,296.3,no
356,1.5681700343,300.5,no
357,1.5682001271,304.7,no
358,1.5682298751,309,no
359,1.5682592823,313.4,no
360,1.5682883525,317.7,no
361,1.5683170896,322.2,no
362,1.5683454975,326.7,no
363,1.5683735798,331.2,no
364,1.5684013403,335.8,no
365,1.5684287828,340.5,no
366,1.5684559108,345.2,no
367,1.568482728,350,no
368,1.5685092379,354.8,no
369,1.5685354441,359.7,no
370,1.5685613499,364.7,no
371,1.568586959,369.7,no
372,1.5686122746,374.8,no
373,1.5686373001,379.9,no
374,1.5686620389,385.1,no
375,1.5686864942,390.4,no
376,1.5687106693,395.7,no
377,1.5687345673,401.1,no
378,1.5687581916,406.6,no
379,1.5687815452,412.1,no
380,1.5688046311,417.7,no
381,1.5688274526,423.4,no
382,1.5688500125,429.1,no
383,1.568872314,434.9,no
384,1.5688943599,440.8,no
385,1.5689161532,446.7,no
386,1.5689376968,452.7,no
387,1.5689589935,458.8,no
388,1.5689800462,465,no
389,1.5690008577,471.2,no
390,1.5690214307,477.5,no
391,1.569041768,483.9,no
392,1.5690618723,490.4,no
393,1.5690817462,496.9,no
394,1.5691013923,503.5,no
395,1.5691208134,510.2,no
396,1.5691400119,517,no
397,1.5691589905,523.9,no
398,1.5691777516,530.8,no
399,1.5691962977,537.8,no
400,1.5692146313,544.9,no
401,1.5692327548,552.1,no
402,1.5692506707,559.4,no
403,1.5692683813,566.8,no
404,1.5692858889,574.2,no
405,1.569303196,581.8,no
406,1.5693203047,589.4,no
407,1.5693372174,597.2,no
408,1.5693539363,605,no
409,1.5693704637,612.9,no
410,1.5693868016,620.9,no
411,1.5694029524,629,no
412,1.5694189181,637.2,no
413,1.5694347009,645.5,no
414,1.5694503028,653.9,no
415,1.5694657259,662.4,no
416,1.5694809723,671,no
417,1.5694960441,679.7,no
418,1.5695109431,688.5,no
419,1.5695256714,697.4,no
420,1.5695402309,706.4,no
421,1.5695546237,715.5,no
422,1.5695688515,724.7,no
423,1.5695829162,734.1,no
424,1.5695968199,743.5,no
425,1.5696105642,753.1,no
426,1.569624151,762.7,no
427,1.5696375821,772.5,no
428,1.5696508594,782.4,no
429,1.5696639845,792.4,no
430,1.5696769592,802.5,no
431,1.5696897852,812.8,no
432,1.5697024643,823.2,no
433,1.5697149981,833.7,no
434,1.5697273883,844.3,no
435,1.5697396365,855,no
436,1.5697517444,865.9,no
437,1.5697637135,876.9,no
438,1.5697755455,888,no
439,1.5697872419,899.3,no
440,1.5697988043,910.7,no
441,1.5698102343,922.2,no
